Text,True Label,Predicted Label
our country is in need of serious change  we can continue to celebrate women s day  throw massive budgets at events  give out goody bags with a cute lipsticks and celebrate female achievers once a year  this is without taking away from exceptional women who truly are making inroads into their environments but we are not just a cute lipstick  or pair of shoes  we are not just pretty and soft and squishy  we are not just child bearers  and there for procreation  so  why are we as women  so accepting of the placating and mollification thrown at us and overlook the inequalities through acceptance  i am by no means militant  but often  as even in politics  focus is shifted on true issues by drawing public attention to other  things  in order for us to be distracted  by shifting our focus from relevant issues we forget why we were disgruntled and angry and nothing ever changes ,1,0
 every year i try to get somebody to help me to give some food to some homeless people   he continued ,1,0
 i think another main theme is the power of human resilience and bounding back from the ashes of ruin  and being willing as a really young person to speak out and to try and get justice  the bravery of these young women has just been astounding to us ,1,0
in the last four decades  tribal society has passed through the most torturous  bloody  destructive  divisive and increasingly brutalising phases  the sons and daughters of these dark times saw nothing except barbarities  hopelessness and helplessness  the children of jihad from the war zone had no window of opportunity or expression  as they saw a most handsome young man  an aspiring model with fascinating attire and alluring photo sessions  being coldbloodedly murdered  they simply could not take it anymore and thronged to public spaces with a white flag in their hands  suddenly  we see a pashtun civil rights  spring emerging from the deathfields of fata ,1,0
 pacific partnership 2018 offers an excellent opportunity for the us and sri lankan militaries to serve sri lankans in need and expand our growing partnership in humanitarian and disaster relief   said us ambassador to sri lanka and the maldives atul keshap   from medical clinics to free public concerts  our sailors will bring the best of america to local communities  ,1,0
asmani epitomized poverty  disease  hunger  homelessness and illiteracy  in short the world of the havenots  poet jasimuddin admirably focused their socioeconomic plight in his immortal poem  asmani  a real life woman who lived at rasulpur in faridpur  lost generations of ashmanis are still amidst us in every nook and corner of the country ,1,0
what is the basis for the conflict in our nation  are we to end up like some of our neighboring countries forever at war  displaced with stagnant economies  tremendous psychological trauma  malnutrition  and rising death tolls  have you seen how our fellow african refugees are treated ,1,0
iain duncansmith has made his feelings about benefits claimants clear  poor families are to be given prepaid cards  loaded with payments  to make sure they spend the money on food  rather than their  selfdestructive habits  ,1,0
the charge stemmed from a 2017 charity event organised by the kotlebapeople s party our slovakia  lsns   where kotleba handed out cheques to families in need made out for 1488 euros  1733  ,1,0
 africa rights initiatives international has brought smiles on the faces of many  especially  crippled disabled who received crutches  the poor sighted who received glasses and medications  the poor who received clothing  the 1225people who received free health insurance coverage and the general public that received free medical care and above all  the financial support for the anti snake venom  asv  to save the life of the poor woman in kporibayiri  and referral of the poor boy who died on the way to the hospital  your midwives also conducted great deliveries during your visit  only god knows what would have happened as the only midwife for the subdistrict was still on her annual leave  he said ,1,0
over a hundred children got glimpses of such moments through stories at the readalong last week at the inquirer s main office in makati city  the warmth that envelops a disabled child upon discovery of a father s unconditional love  or the exhilaration that comes when support from loved ones revitalizes one s determination to pursue a dream or start a new one ,1,0
for refugees begging for new life  christmas sentiment is a luxury most of them could nt afford to expect under shadow of longrunning conflicts ,1,0
 stateless  is the story of a forgotten group of vietnamese refugees who spent over 16 years in the philippines waiting for resettlement  caught at the low tide of compassion fatigue by the international community  which led to the closure of refugee camps in southeast asia in the early 1990s  the refugees found themselves lost with no country to call home ,1,0
as the gillard government s proposed   malaysia solution   and refugee swap deal inches closer to official ratification  with reports a draft agreement has been reached  more than 400 suspected asylum seekers are awaiting their fate on the small island  placing a strain on the already severely stretched infrastructure ,1,0
it was about noon  the heat from the afternoon sun baked oshodi with intensity  and perspiration ran down the cheeks of the folks plying their trade in the chaotic commercial environment  a young teenager sat on a fence close to the main road  at that particular time  a good number of his peers would be in school  but he was inside the scorching sun  trying to eke out a living  he eagerly hoped to see a commercial driver that would hire his services for that day  meet seun fola  jin  a 17yearold homeless teenager who has been living underneath the bridge at oshodi since 2011 ,1,0
egypt billionare offers to buy mediterranean island for refugees,1,0
these unfortunately reach limited numbers because budgets have of necessity to be restricted  within our society  on our birthdays and in remembrance of our relatives who have passed on  we follow a tradition of giving alms as meals to people in residential homes and donate gifts to individuals  the state and society both see them as in need of  social services  synonymous with  charity   this has been the situation in sri lanka for many decades  people with disabilities are beneficiaries of goodwill and charity ,1,0
chinese nurse amy ding can not understand why migrants would choose to live in the city when they can be in  paradise  ,1,0
this aspect of the constitution has required the court on several occasions to assess policy adopted by the government  in the seminal early case  government of the rsa and others v grootboom and others  49 the court held that the government s housing policy was in breach of the obligations imposed upon government by section 26 of the constitution in that it failed to  provide for any form of relief to those desperately in need of access to housing  50 and ordered the government to to amend its program  to provide relief for people who have no access to land  no roof over their heads  and who are living in intolerable conditions or crisis situations   51,1,0
