Text,True Label,Predicted Label
he added that the department of social welfare and community development had programmes such as the livelihood empowerment against poverty  leap  to cushion poor families to make a living instead of pushing their children into child labour activities ,0,1
old bc  as usual  old gb has it assyversy  i think there should be more focus on preventing homelessness than curing it  are there systems for actually going out  picking up the homeless  and placing them where they belong  homeless people are nt voluntarily walking into these shelters ,1,0
urgent need to ensure quality education for poor school children in india h it is encouraging to note that the poor families all over india now realise that the best that they can do for their children is to provide them quality education  that would enable them to equip themselves to improve their life prospects ,0,1
charlesfreeman said the lack of care the women showed for their unborn babies  by engaging in a fight  indicates that the women are not prepared to provide the kind of parental role children need in order to become productive members of society ,0,1
i rather donate to the less privilege in the church or homeless than to pour a cup of water into nigeria sea of wealth so that the thieves can grab my little contribution ,1,0
our judicial system works  we have a free press  a wonderful  best in the world constitution  and our press is free  we must be very grateful for these huge benefits  the blacks want all our farmland without compensation  give it to them  let the farmers flock into the cities and make a new life for themselves  with their resilience i am sure it will not be so difficult for them to establish a new  happy and productive life  they will have no money but the clothes on their back to start off with  but that is what so many immigrant americans had to face  through guts  determination and sheer will power  they rose above it all  and look what america is today ,1,0
joburg  the salvation army requests donations in order to help the poor and the homeless this winter ,0,1
 it is tragic that a young child would be so trapped in a sense of hopelessness  it s a tragedy that needs to be heard across the nation if we are going to extract a dividend of change   mr georgatos told the abc on tuesday ,1,0
a harrowing journey night falls early in this part of morocco now and a cold winter looms  prompting the homeless africans to take their chances before conditions worsen  and amid sometimes harsh treatment by authorities ,1,0
many of them sought refuge in malaysia only to be treated as outcasts to be whipped  incarcerated  deported  trafficked or abused  why was no consideration given to allowing the thousands of these refugees to work as there is now for the rohingya  did the fact that they were nonmuslim disqualify them from compassionate treatment ,1,0
many of the casualties are among society s vulnerable  a quarter of the people who died  like schrock  were suffering from a mental health breakdown or neurological disorder  in nine of every 10 incidents  the deceased was unarmed  more than 100 of the fatal encounters began with a 911 call for help during a medical emergency ,0,1
lilia caberio is from sulangan  in the philippines  in 2013  her house was destroyed by the 170 mile per hour winds and 6metre high storm surge during typhoon haiyan  and for a while she lived with her family in a tent erected where her home used to be  the typhoon was frightening enough for lilia  but homelessness must have felt even more so  until elizabeth came along ,1,0
andrew garfield and claire foy in an inspiring biographical drama about a man who devotes his entire life helping patients and disabled,1,0
now approaching its tenth anniversary  pathfinders has so far helped 5200 vulnerable children and their migrant mothers  of these  more than 150 babies and children aged 02 were at extreme risk  be that through abuse  neglect or even trafficking  in 2017 alone  pathfinders helped almost 1000 new people through social work cases and hotline enquiries ,0,1
as they grow and mature  many young people assume active roles in shaping their lives and contributing to their societies  many poor families obtain financial services and economic opportunities to provide for their children  advocacy at local  national and global levels can influence legal and institutional reforms to create a just and level playing field for children and their families  and finally  world vision monitors children s wellbeing together with community partners as a barometer for the health of the community ,0,1
an immigrant to a developed country lives in two worlds  in the metropolitan societies he encounters a different way of looking at things  he develops new ideas  gains a new confidence  in the new country there are opportunities  he gets accustomed to a good standard of living  yet he is an outsider  not fully assimilated  ethnicity and culture sets him apart from the mainstream  he yearns for familiarity  his roots  the idea of retiring to the original country comes to him ,1,0
we seem to have lost our way  and a grim sense of helplessness and hopelessness has cast a hazy gloom across the nation  our beloved nation is in distress  we all need to take ownership to reclaim the nation and rebuild a nation for our children and the generations to come ,0,1
among other things  he said the seminar would broadly expose mps to human rights and legal education  the work of paralegals  including mode of their operations   and highlighting on how paralegals can collaborate with mps to expand the scope of legal aid services delivery  the purpose is to assist as many people in need of legal assistance as possible and stand in a better position to take human rights and legal education to the grassroots communities in the constituencies of the mps  said masele,0,1
the sexual offenses act of 2003 was enacted to protect the disabled and vulnerable people from abuse  the act makes it illegal to engage in an intercourse with a person deemed to be suffering from mental disorder  the offense can attract up to 14 years behind bars ,0,1
 the chance to help the marginalized became more personal because of my son  because we need to have laws that shall also grant poor families with special children sufficient access to opportunities  like what i have done for my israel   de lima added ,1,0
i saw provision for disabled persons to drive up in their special cars and vote from the curbside  us law requires that the disabled must be able to vote without any assistance  those who come in have broad doorways and ramps for their wheelchairs and vote using machines which they may operate without any assistance  with provisions for magnifying glasses  touch screens  and puffing operations for those without hands  however  at the polling stations i visited  the election official told me that over the previous 4 years no one had used those machines  such wasteful political correctness is what trump tapped into ,0,1
